CIENCIAS AGROPECUARIAS |  |  | 
 |  | LIC.  EN GESTIÓN DE NEGOCIOS                                                                                                                   | 
 |  | LIC.  EN GESTIÓN DE PERSONAL Y ORGANIZACIONES                                                                                               | 
 |  | LIC.  EN GESTIÓN DE RECURSOS HUMANOS                                                                                                       | 
 |  | LIC.  EN GESTIÓN FINANCIERA                                                                                                                    | 
 |  | LIC.  EN GESTIÓN FISCAL                                                                                                                         | 
 |  | LIC.  EN GESTIÓN Y ADMINISTRACIÓN DE LA MICRO Y PEQUEÑA EMPRESA                                                                             | 
 |  | LIC.  EN INNOVACIÓN EMPRESARIAL                                                                                                               | 
 |  | LIC.  EN PLANEACION Y DESARROLLO EMPRESARIAL                                                                                                | 
 |  | LIC.  EN RECURSOS HUMANOS                                                                                                                    | 
 |  | LIC.  INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA GASTRONOMÍA                                                                      | 
 |  | LIC.  INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD                                                                      | 
 |  | LIC.  INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS GASTRONÓMICAS                                                                         | 
 |  | LIC.  INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS                                                                              | 
 |  | LIC.  TÉCNICO EN ADMINISTRACIÓN GENERAL                                                                                                      | 
 |  | PA. EN ADMINISTRACIÓN                                                                                                                         | 
 |  | PA. EN ADMINISTRACIÓN AGROINDUSTRIAL                                                                                                       | 
 |  | PA. EN ADMINISTRACIÓN BIOMÉDICA                                                                                                             | 
 |  | PA. EN ADMINISTRACIÓN FINANCIERA                                                                                                             | 
 |  | PA. EN ASISTENTE ADMINISTRATIVO BILING.UE                                                                                                     | 
 |  | PA. EN OFIMÁTICA                                                                                                                               | 
 |  | PA. EN RECURSOS HUMANOS                                                                                                                    | 
 |  | TSU. ASISTENTE EN ADMINISTRACIÓN DE RECURSOS HUMANOS                                                                                    | 
 |  | TSU. EJECUTIVO BILINGÜE PARA ALTA DIRECCIÓN                                                                                                   | 
 |  | TSU. EN ADMINISTRACIÓN                                                                                                                     | 
 |  | TSU. EN ADMINISTRACIÓN DE EMPRESAS COOPERATIVAS                                                                                           | 
 |  | TSU. EN ADMINISTRACIÓN DE INSTITUCIONES FINANCIERAS                                                                                         | 
 |  | TSU. EN ADMINISTRACIÓN DE MICRO Y PEQUEÑA EMPRESA                                                                                         | 
 |  | TSU. EN ADMINISTRACIÓN DE NEGOCIOS                                                                                                          | 
 |  | TSU. EN ADMINISTRACIÓN DE RECURSOS HIDRAULIC.OS                                                                                            | 
 |  | TSU. EN ADMINISTRACIÓN DEL AUTOTRANSPORTE Y LOGISTICA                                                                                      | 
 |  | TSU. EN ADMINISTRACIÓN EN: CONTABILIDAD ADMINISTRATIVA                                                                                      | 
 |  | TSU. EN ADMINISTRACIÓN EN: INFORMÁTICA ADMINISTRATIVA                                                                                       | 
 |  | TSU. EN ADMINISTRACIÓN GENERAL                                                                                                               | 
 |  | TSU. EN ADMINISTRACIÓN GENERAL EN TURISMO                                                                                                  | 
 |  | TSU. EN ADMINISTRACIÓN Y EVALUACIÓN DE PROYECTOS                                                                                           | 
 |  | TSU. EN ASISTENTE ADMINISTRATIVO BILINGÜE                                                                                                     | 
 |  | TSU. EN ASISTENTE GERENCIAL TRILING.ÜE                                                                                                         | 
 |  | TSU. EN DESARROLLO EMPRESARIAL                                                                                                             | 
 |  | TSU. EN OFIMÁTICA                                                                                                                              | 
 |  | TSU. EN ORGANIZACION DE PROYECTOS PRODUCTIVOS Y COMERCIALIZACIÓN                                                                         | 
 | ANTROPOLOGÍA Y ARQUEOLOGÍA |  | 
 |  | LIC.  EN ANTROPOLOGÍA                                                                                                                         | 
 |  | LIC.  EN ANTROPOLOGÍA CULTURAL                                                                                                               | 
 |  | LIC.  EN ANTROPOLOGÍA EN ARQUEOLOGÍA                                                                                                         | 
 |  | LIC.  EN ANTROPOLOGÍA FÍSICA                                                                                                                   | 
 |  | LIC.  EN ANTROPOLOGÍA HISTÓRICA                                                                                                               | 
 |  | LIC.  EN ANTROPOLOGÍA LING.ÜÍSTICA                                                                                                             | 
 |  | LIC.  EN ANTROPOLOGÍA SOCIAL                                                                                                                  | 
 |  | LIC.  EN ARQUEOLOGÍA                                                                                                                           | 
 |  | LIC.  EN CIENCIAS ANTROPOLÓGICAS                                                                                                             | 
 |  | LIC.  EN CONSERVACIÓN Y REST  DE BIENES CULT  MUEBLES                                                                                        | 
 |  | LIC.  EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES                                                                                 | 
 |  | LIC.  EN ETNOHISTORIA                                                                                                                           | 
 |  | LIC.  EN ETNOLOGÍA                                                                                                                             | 
 |  | LIC.  EN LING.ÜÍSTICA                                                                                                                            | 
 |  | LIC.  EN LING.ÜÍSTICA APLIC.ADA                                                                                                                   | 
 |  | LIC.  EN LING.ÜÍSTICA Y LITERATURA HISPÁNICA                                                                                                     | 
 |  | LIC.  EN RESTAURACIÓN DE BIENES MUEBLES                                                                                                     | 
 | ARCHIVONOMÍA Y BIBLIOTECONOMÍA |  | 
 |  | LIC.  EN ARCHIVOLOGÍA                                                                                                                          | 
 |  | LIC.  EN ARCHIVONOMÍA                                                                                                                         | 
 |  | LIC.  EN BIBLIOTECOLOGÍA                                                                                                                      | 
 |  | LIC.  EN BIBLIOTECOLOGÍA E INFORMACIÓN                                                                                                       | 
 |  | LIC.  EN BIBLIOTECOLOGÍA Y CIENCIAS DE LA INFORMACIÓN                                                                                         | 
 |  | LIC.  EN BIBLIOTECOLOGÍA Y ESTUDIOS DE LA INFORMACIÓN                                                                                        | 
 |  | LIC.  EN BIBLIOTECONOMÍA                                                                                                                       | 
 |  | PA. EN ARCHIVONOMÍA                                                                                                                           | 
 |  | PA. EN BIBLIOTECONOMÍA                                                                                                                       | 
 | BANCA Y FINANZAS |  | 
 |  | ING.  FINANCIERO                                                                                                                              | 
 |  | LIC.  EN BANCA Y FINANZAS                                                                                                                       | 
 |  | LIC.  EN BANCA Y MERCADOS FINANCIEROS                                                                                                       | 
 |  | LIC.  EN FINANZAS                                                                                                                               | 
 |  | LIC.  EN FINANZAS CORPORATIVAS Y BANCA                                                                                                       | 
 |  | LIC.  EN FINANZAS INTERNACIONALES                                                                                                             | 
 |  | LIC.  EN FINANZAS Y BANCA                                                                                                                       | 
 |  | LIC.  EN FINANZAS Y CONTADURÍA                                                                                                                 | 
 |  | LIC.  EN FINANZAS Y CONTADURÍA PÚBLIC.A                                                                                                        | 
 |  | LIC.  EN FINANZAS Y MERCADOTECNIA                                                                                                             | 
 |  | LIC.  EN SEGUROS Y FINANZAS                                                                                                                   | 
 | CIENCIAS DE LA COMUNICACIÓN |  | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN                                                                                            | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: ÁREA DEPORTIVA                                                                                      | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: COMUNIC  ORGANIZACIONAL                                                                           | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: COMUNIC  Y DES  ORG                                                                                  | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: PERIODISMO                                                                                          | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: PUBLIC.IDAD                                                                                          | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN EN: REL  PÚB  E IMAGEN CORP                                                                              | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN Y PERIODISMO                                                                                           | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN Y PUBLIC.IDAD                                                                                            | 
 |  | LIC.  EN CIENCIAS DE LA COMUNICACIÓN Y RELACIONES PÚBLIC.AS                                                                                  | 
 |  | LIC.  EN CIENCIAS DE LA INFORMACIÓN                                                                                                           | 
 |  | LIC.  EN CIENCIAS DE LA INFORMACIÓN DOCUMENTAL                                                                                              | 
 |  | LIC.  EN CIENCIAS DE LA INFORMACIÓN Y COMUNICACIÓN                                                                                           | 
 |  | LIC.  EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN                                                                                               | 
 |  | LIC.  EN CIENCIAS Y TÉCNICAS DE LA INFORMACIÓN                                                                                                | 
 |  | LIC.  EN COMUNICACIÓN                                                                                                                     | 
 |  | LIC.  EN COMUNICACIÓN AUDIOVISUAL                                                                                                            | 
 |  | LIC.  EN COMUNICACIÓN COLECTIVA Y PERIODISMO                                                                                                | 
 |  | LIC.  EN COMUNICACIÓN CORPORATIVA                                                                                                           | 
 |  | LIC.  EN COMUNICACIÓN E INFORMACIÓN                                                                                                         | 
 |  | LIC.  EN COMUNICACIÓN E INNOVACIÓN EDUCATIVA                                                                                                | 
 |  | LIC.  EN COMUNICACIÓN EDUCATIVA                                                                                                              | 
 |  | LIC.  EN COMUNICACIÓN GRÁFICA                                                                                                                | 
 |  | LIC.  EN COMUNICACIÓN GRÁFICA PUBLIC.ITARIA                                                                                                   | 
 |  | LIC.  EN COMUNICACIÓN GRÁFICA Y PUBLIC.IDAD                                                                                                   | 
 |  | LIC.  EN COMUNICACIÓN HUMANA                                                                                                                | 
 |  | LIC.  EN COMUNICACIÓN HUMANA (EDUCACIÓN ESPECIAL)                                                                                         | 
 |  | LIC.  EN COMUNICACIÓN INTERCULTURAL                                                                                                         | 
 |  | LIC.  EN COMUNICACIÓN INTERINSTITUCIONAL                                                                                                     | 
 |  | LIC.  EN COMUNICACIÓN MULTIMEDIA                                                                                                             | 
 |  | LIC.  EN COMUNICACIÓN ORGANIZACIONAL                                                                                                      | 
 |  | LIC.  EN COMUNICACIÓN ORGANIZACIONAL Y MARKETING.                                                                                           | 
 |  | LIC.  EN COMUNICACIÓN PÚBLIC.A                                                                                                                 | 
 |  | LIC.  EN COMUNICACIÓN PÚBLIC.A Y EMPRESARIAL                                                                                                 | 
 |  | LIC.  EN COMUNICACIÓN SOCIAL                                                                                                                  | 
 |  | LIC.  EN COMUNICACIÓN VISUAL                                                                                                                  | 
 |  | LIC.  EN COMUNICACIÓN Y CULTURA                                                                                                              | 
 |  | LIC.  EN COMUNICACIÓN Y DISEÑO GRÁFICO                                                                                                       | 
 |  | LIC.  EN COMUNICACIÓN Y MEDIOS                                                                                                               | 
 |  | LIC.  EN COMUNICACIÓN Y MULTIMEDIOS                                                                                                         | 
 |  | LIC.  EN COMUNICACIÓN Y PERIODISMO                                                                                                           | 
 |  | LIC.  EN COMUNICACIÓN Y PUBLIC.IDAD                                                                                                         | 
 |  | LIC.  EN COMUNICACIÓN Y RELACIONES PÚBLIC.AS                                                                                                 | 
 |  | LIC.  EN COMUNICACIÓN Y TECNOLOGÍA EDUCATIVA                                                                                                | 
 |  | LIC.  EN COMUNICACIONES                                                                                                                       | 
 |  | LIC.  EN COMUNICACIONES Y PERIODISMO                                                                                                         | 
 |  | LIC.  EN DESARROLLO DEL POTENCIAL HUMANO ORGANIZACIONAL                                                                                   | 
 |  | LIC.  EN DESARROLLO HUMANO                                                                                                                 | 
 |  | LIC.  EN DESARROLLO HUMANO DIFERENCIAL                                                                                                      | 
 |  | LIC.  EN DIRECCIÓN GRÁFICA                                                                                                                     | 
 |  | LIC.  EN MEDIOS AUDIOVISUALES                                                                                                                 | 
 |  | LIC.  EN MEDIOS DE INFORMACIÓN                                                                                                               | 
 |  | LIC.  EN PERIODISMO                                                                                                                          | 
 |  | LIC.  EN PERIODISMO Y CIENCIAS DE LA COMUNICACIÓN                                                                                           | 
 |  | LIC.  EN PERIODISMO Y COMUNICACIÓN                                                                                                           | 
 |  | LIC.  EN PERIODISMO Y COMUNICACIÓN SOCIAL                                                                                                   | 
 |  | LIC.  EN PERIODISMO Y MEDIOS DE COMUNICACIÓN                                                                                               | 
 |  | LIC.  EN PERIODISMO Y MEDIOS DE INFORMACIÓN                                                                                                | 
 |  | LIC.  EN PERIODISMO Y PUBLICIDAD                                                                                                              | 
 |  | LIC.  EN PROPAGANDA                                                                                                                            | 
 |  | LIC.  EN PUBLICIDAD                                                                                                                          | 
 |  | LIC.  EN PUBLIC.IDAD E IMAGEN                                                                                                                   | 
 |  | LIC.  EN PUBLIC.IDAD Y RELACIONES PÚBLIC.AS                                                                                                     | 
 |  | LIC.  EN RELACIONES HUMANAS                                                                                                                 | 
 |  | LIC.  EN RELACIONES MULTICULTURALES                                                                                                          | 
 |  | LIC.  EN SISTEMAS DE INFORMACIÓN                                                                                                              | 
 |  | LIC.  EN SISTEMAS DE INFORMACIÓN AGRÍCOLA                                                                                                    | 
 |  | LIC.  EN TELEVISIÓN                                                                                                                             | 
 |  | TSU. EN COMUNICACIÓN POR MEDIOS ELECTRÓNICOS                                                                                             | 
 |  | TSU. EN COMUNICACIÓN Y RELACIONES PÚBLIC.AS                                                                                                 | 
 |  | TSU. EN PERIODISMO                                                                                                                            | 
 |  | TSU. EN SISTEMAS DE INFORMACIÓN                                                                                                              | 
 | CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLIC.A |  | 
 |  | LIC.  EN CIENCIA POLÍTICA                                                                                                                        | 
 |  | LIC.  EN CIENCIAS POLÍTICAS                                                                                                                     | 
 |  | LIC.  EN CIENCIA POLÍTICA Y ADMINISTRACIÓN PÚBLIC.A                                                                                             | 
 |  | LIC.  EN CIENCIA POLÍTICA Y ADMINISTRACIÓN URBANA                                                                                             | 
 |  | LIC.  EN CIENCIA POLÍTICA Y RELACIONES INTERNACIONALES                                                                                        | 
 |  | LIC.  EN CIENCIAS POLÍTICAS                                                                                                                    | 
 |  | LIC.  EN CIENCIAS POLÍTICAS EN RELACIONES INTERNACIONALES                                                                                    | 
 |  | LIC.  EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLIC.A                                                                                        | 
 |  | LIC.  EN CIENCIAS POLÍTICAS Y GESTIÓN PÚBLIC.A                                                                                                   | 
 |  | LIC.  EN CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES                                                                                      | 
 |  | LIC.  EN CIENCIAS POLÍTICAS Y SOCIALES                                                                                                          | 
 |  | LIC.  EN ESTUDIOS POLÍTICOS Y GOBIERNO                                                                                                         | 
 |  | LIC.  EN GOBIERNO Y ADMINISTRACIÓN PÚBLIC.A                                                                                                   | 
 |  | LIC.  EN GOBIERNO Y GESTIÓN PÚBLIC.A                                                                                                           | 
 |  | LIC.  EN POLÍTICA Y ADMINISTRACIÓN PÚBLIC.A                                                                                                     | 
 |  | LIC.  EN POLÍTICA Y GESTIÓN SOCIAL                                                                                                               | 
 |  | TSU. EN GESTIÓN PÚBLIC.A ESTRATÉGICA ESTATAL                                                                                                  | 
 |  | TSU. EN GESTIÓN PÚBLIC.A ESTRATÉGICA MUNICIPA.L                                                                                               | 
 |  | TSU. EN PROCESOS POLÍTICOS Y ELECTORALES                                                                                                     | 
 | CIENCIAS SOCIALES |  | 
 |  | LIC.  EN CIENCIAS DE LA FAMILIA                                                                                                                  | 
 |  | LIC.  EN CIENCIAS SOCIALES                                                                                                                     | 
 |  | LIC.  EN CIENCIAS SOCIALES Y DESARROLLO REGIONAL                                                                                             | 
 |  | LIC.  EN CIENCIAS SOCIALES Y ESTUDIOS POLÍTICOS                                                                                                | 
 |  | LIC.  EN CIENCIAS SOCIALES Y SOCIOLOGÍA RURAL                                                                                                 | 
 |  | LIC.  EN DESARROLLO CULTURAL                                                                                                                 | 
 |  | LIC.  EN ESTUDIOS Y GESTIÓN DE LA CULTURA                                                                                                      | 
 |  | LIC.  EN GESTIÓN CULTURAL                                                                                                                      | 
 |  | LIC.  EN GESTIÓN Y ANIMACIÓN INTERCULTURAL                                                                                                    | 
 |  | LIC.  EN GESTIÓN Y AUTODESARROLLO INDÍGENA                                                                                                   | 
 |  | LIC.  EN GESTIÓN Y TRABAJO SOCIAL                                                                                                               | 
 |  | LIC.  EN LENGUA Y CULTURA                                                                                                                      | 
 |  | LIC.  EN ORIENTACIÓN SOCIAL Y EDUCATIVA                                                                                                       | 
 |  | LIC.  EN SOCIOLOGÍA                                                                                                                          | 
 |  | LIC.  EN SOCIOLOGÍA DE LA EDUCACIÓN                                                                                                           | 
 |  | LIC.  EN SOCIOLOGÍA POLÍTICA                                                                                                                   | 
 |  | LIC.  EN SOCIOLOGÍA RURAL                                                                                                                     | 
 |  | LIC.  EN SOCIOLOGÍA URBANA                                                                                                                    | 
 |  | LIC.  EN SOCIOLOGÍA Y ANTROPOLOGÍA SOCIAL                                                                                                    | 
 |  | LIC.  EN TRABAJO SOCIAL                                                                                                                   | 
 |  | LIC.  EN TRABAJO SOCIAL Y DESARROLLO HUMANO                                                                                                 | 
 |  | PA. EN TRABAJO SOCIAL                                                                                                                         | 
 |  | TÉC  EN TRABAJO SOCIAL                                                                                                                        | 
 |  | TSU. EN TRABAJO SOCIAL                                                                                                                         | 
 | COMERCIO INTERNACIONAL |  | 
 |  | BACHELOR OF INTERNATIONAL BUSINESS                                                                                                         | 
 |  | ING.  EN NEGOCIOS                                                                                                                             | 
 |  | ING.  EN NEGOCIOS INTERNACIONALES                                                                                                          | 
 |  | LIC.  EN ADUANAS                                                                                                                               | 
 |  | LIC.  EN ASUNTOS FISCALES Y ADUANALES                                                                                                         | 
 |  | LIC.  EN CIENCIAS ADUANALES Y COMERCIO EXTERIOR                                                                                             | 
 |  | LIC.  EN COMERCIALIZACIÓN INTERNACIONAL                                                                                                      | 
 |  | LIC.  EN COMERCIO EXTERIOR                                                                                                                  | 
 |  | LIC.  EN COMERCIO EXTERIOR Y ADUANAS                                                                                                     | 
 |  | LIC.  EN COMERCIO EXTERIOR Y GESTIÓN ADUANERA                                                                                               | 
 |  | LIC.  EN COMERCIO EXTERIOR Y LEGISLACIÓN                                                                                                      | 
 |  | LIC.  EN COMERCIO EXTERIOR Y LEGISLACIÓN ADUANERA                                                                                          | 
 |  | LIC.  EN COMERCIO GLOBAL                                                                                                                      | 
 |  | LIC.  EN COMERCIO INTERNACIONAL                                                                                                  | 
 |  | LIC.  EN COMERCIO INTERNACIONAL DE PRODUCTOS AGROPECUARIOS                                                                               | 
 |  | LIC.  EN COMERCIO INTERNACIONAL EN AGRONEGOCIOS                                                                                           | 
 |  | LIC.  EN COMERCIO INTERNACIONAL Y ADUANAS                                                                                                 | 
 |  | LIC.  EN COMERCIO Y FINANZAS INTERNACIONALES                                                                                                | 
 |  | LIC.  EN COMERCIO Y NEGOCIOS INTERNACIONALES                                                                                                | 
 |  | LIC.  EN DIPLOMACIA Y NEGOCIOS INTERNACIONALES                                                                                               | 
 |  | LIC.  EN DIRECCIÓN DE NEGOCIOS INTERNACIONALES                                                                                              | 
 |  | LIC.  EN LOGÍSTICA INTERNACIONAL                                                                                                               | 
 |  | LIC.  EN MARKETING. INTERNACIONAL                                                                                                              | 
 |  | LIC.  EN NEGOCIO INTERNACIONAL                                                                                                                | 
 |  | LIC.  EN NEGOCIO Y COMERCIO INTERNACIONAL                                                                                                   | 
 |  | LIC.  EN NEGOCIOS                                                                                                                              | 
 |  | LIC.  EN NEGOCIOS INTERNACIONALES                                                                                                     | 
 |  | LIC.  EN NEGOCIOS INTERNACIONALES EN: AGRONEGOCIOS                                                                                         | 
 |  | LIC.  EN NEGOCIOS INTERNACIONALES Y ADUANALES                                                                                               | 
 |  | LIC.  EN NEGOCIOS INTERNACIONALES Y SERVICIOS ADUANALES                                                                                     | 
 |  | LIC.  EN NEGOCIOS NACIONALES E INTERNACIONALES                                                                                              | 
 |  | LIC.  EN NEGOCIOS Y COMERCIO INTERNACIONAL                                                                                                   | 
 |  | LIC.  EN NEGOCIOS Y COMERCIO INTERNACIONALES                                                                                                | 
 |  | LIC.  EN NEGOCIOS Y RELACIONES INTERNACIONALES                                                                                              | 
 |  | LIC.  EN NEGOCIOS Y RELACIONES INTERNACIONALES                                                                                               | 
 |  | PA. EN COMERCIO EXTERIOR                                                                                                                      | 
 |  | TSU. EN CLASIFICACIÓN ADUANERA Y DESPA.CHO ADUANERO                                                                                       | 
 |  | TSU. EN CLASIFICACIÓN ARANCELARIA                                                                                                            | 
 |  | TSU. EN COMERCIO INTERNACIONAL                                                                                                              | 
 |  | TSU. EN NEGOCIOS INTERNACIONALES                                                                                                            | 
 |  | TSU. FISCAL ADUANAL EN COMERCIO EXTERIOR                                                                                                   | 
 | CONTADURÍA |  | 
 |  | CONTADOR PÚBLIC.O                                                                                                                     | 
 |  | CONTADOR PÚBLIC.O AUDITOR                                                                                                                  | 
 |  | CONTADOR PÚBLIC.O EN FINANZAS INTERNACIONALES                                                                                             | 
 |  | CONTADOR PÚBLIC.O INTERNACIONAL                                                                                                             | 
 |  | CONTADOR PÚBLIC.O Y AUDITOR                                                                                                                 | 
 |  | LIC.  EN AUDITORÍA INTERNA                                                                                                                      | 
 |  | LIC.  EN CONTABILIDAD                                                                                                                         | 
 |  | LIC.  EN CONTABILIDAD Y FINANZAS                                                                                                               | 
 |  | LIC.  EN CONTADURÍA                                                                                                            | 
 |  | LIC.  EN CONTADURÍA EN FISCAL                                                                                                                  | 
 |  | LIC.  EN CONTADURÍA EN SISTEMAS COMPUTACIONALES                                                                                           | 
 |  | LIC.  EN CONTADURÍA FISCAL                                                                                                                    | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A                                                                                                   | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A E IMPUESTOS                                                                                                      | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A FISCAL                                                                                                           | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A Y AUDITORÍA                                                                                                        | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A Y COMERCIO INTERNACIONAL                                                                                       | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A Y CONSULTORÍA DE NEGOCIOS                                                                                       | 
 |  | LIC.  EN CONTADURÍA PÚBLIC.A Y FINANZAS                                                                                                    | 
 |  | LIC.  EN CONTADURÍA Y ADMINISTRACIÓN                                                                                                          | 
 |  | LIC.  EN CONTADURÍA Y ADMINISTRACIÓN EMPRESARIAL                                                                                           | 
 |  | LIC.  EN CONTADURÍA Y ADMINISTRACIÓN PÚBLIC.A                                                                                                 | 
 |  | LIC.  EN CONTADURÍA Y ALTA DIRECCIÓN                                                                                                           | 
 |  | LIC.  EN CONTADURÍA Y AUDITORÍA                                                                                                                | 
 |  | LIC.  EN CONTADURÍA Y ESTRATEGIA FINANCIERA                                                                                                   | 
 |  | LIC.  EN CONTADURÍA Y ESTRATEGIAS FINANCIERAS                                                                                                 | 
 |  | LIC.  EN CONTADURÍA Y FINANZAS                                                                                                                 | 
 |  | LIC.  EN CONTADURÍA Y FINANZAS INTERNACIONALES                                                                                               | 
 |  | LIC.  EN CONTADURÍA Y GESTIÓN EMPRESARIAL                                                                                                    | 
 |  | LIC.  EN CONTADURÍA Y SISTEMAS                                                                                                                 | 
 |  | LIC.  EN CONTADURÍA Y SISTEMAS FISCALES                                                                                                       | 
 |  | LIC.  EN SISTEMAS CONTABLES                                                                                                                   | 
 |  | LIC.  EN SISTEMAS Y PROCESOS FISCALES                                                                                                         | 
 |  | PA. EN CONTADURÍA PÚBLIC.A                                                                                                                     | 
 |  | TSU. ASISTENTE CONTABLE                                                                                                                      | 
 |  | TSU. EN CONTABILIDAD CORPORATIVA                                                                                                           | 
 |  | TSU. EN CONTADURÍA                                                                                                                         | 
 | COSMETOLOGÍA |  | 
 |  | LIC.  EN COSMETOLOGÍA                                                                                                                         | 
 |  | LIC.  EN COSMETOLOGÍA INTEGRAL                                                                                                               | 
 |  | TSU. EN COSMETOLOGÍA INTEGRAL                                                                                                               | 
 |  | TSU. EN ESTETOCOSMETÓLOGO                                                                                                                   | 
 | CRIMINOLOGÍA |  | 
 |  | LIC.  EN CRIMINALÍSTICA                                                                                                                         | 
 |  | LIC.  EN CRIMINALÍSTICA Y CIENCIAS PENALES                                                                                                     | 
 |  | LIC.  EN CRIMINALÍSTICA Y CIENCIAS PERICIALES                                                                                                   | 
 |  | LIC.  EN CRIMINOLOGÍA                                                                                                                         | 
 |  | LIC.  EN CRIMINOLOGÍA Y CIENCIAS PENALES                                                                                                      | 
 |  | LIC.  EN CRIMINOLOGÍA  CRIMINALÍSTICA Y TÉCNICAS PERICIALES                                                                                   | 
 |  | TSU. EN DACTILOSCOPIA                                                                                                                         | 
 |  | TSU. EN DOCUMENTOSCOPIA                                                                                                                     | 
 | DERECHO |  | 
 |  | ABOGADO                                                                                                                                      | 
 |  | ABOGADO  NOTARIO Y ACTUARIO                                                                                                                 | 
 |  | LIC.  EN CIENCIAS JURÍDICAS                                                                                                                     | 
 |  | LIC.  EN CIENCIAS PENALES                                                                                                                      | 
 |  | LIC.  EN CONSULTORÍA JURÍDICA                                                                                                                 | 
 |  | LIC.  EN DEFENSA FISCAL                                                                                                                        | 
 |  | LIC.  EN DERECHO                                                                                                              | 
 |  | LIC.  EN DERECHO BUROCRÁTICO                                                                                                                 | 
 |  | LIC.  EN DERECHO CANÓNICO                                                                                                                     | 
 |  | LIC.  EN DERECHO CON ORIENTACIÓN DE ASUNTOS INDÍGENAS                                                                                      | 
 |  | LIC.  EN DERECHO CORPORATIVO                                                                                                                 | 
 |  | LIC.  EN DERECHO CORPORATIVO E INTERNACIONAL                                                                                                | 
